Id,Tags,dataset,estimator,embedding_dim,batch_size,learning_rate,model_seed,n_epochs,prec_train,prec_valid,prec_test,mrr_train,mrr_valid,mrr_test,recall_train,recall_valid,recall_test
LDAEXP-14,"[""success""]",movielens-1m,SNMFEst,32.0,64.0,0.001,4203564202.0,98.0,0.5533940397350994,0.068465758272872,0.0664532194948417,0.0406592700551351,0.070386082463811,0.0685106575590213,0.0856986521313946,0.1486593058268774,0.1438031506273887
LDAEXP-170,"[""success""]",goodbooks,MFEst,48.0,128.0,0.001,4203564202.0,55.0,0.5568134171907757,0.0663275705873471,0.0663571684689275,0.029693445175039,0.0586051029522428,0.0587303019831794,0.0583535139754882,0.12139912687943,0.1216459119268099
LDAEXP-244,"[""success""]",movielens-1m,MFEst,64.0,128.0,0.001,3128845410.0,91.0,0.5925993377483444,0.0663599362944611,0.0663287086446104,0.0451630754563629,0.0697427111004877,0.067474377421746,0.0950390890618869,0.1485676515728938,0.1457440019919575
LDAEXP-200,"[""success""]",goodbooks,MFEst,48.0,128.0,0.001,2764130162.0,53.0,0.5552766546870321,0.0664653480295938,0.0663213119704089,0.0295910450710044,0.0582690702208305,0.0584700072908177,0.0582205537497961,0.121528396993604,0.1214397257146491
LDAEXP-176,"[""success""]",goodbooks,SNMFEst,48.0,64.0,0.001,3128845410.0,69.0,0.550939652590596,0.0656802053450098,0.0662835682877578,0.0294280197161831,0.0578750608499947,0.0580248194781955,0.0577824754677953,0.1199178712975747,0.1214951230841087
LDAEXP-98,"[""success""]",movielens-1m,SNMFEst,32.0,64.0,0.001,3128845410.0,99.0,0.5535099337748344,0.0674216952751725,0.0661508360014229,0.0407595647502235,0.0703153064310238,0.0673054345734192,0.0856048178203448,0.1467914773794497,0.1422308715143531
LDAEXP-180,"[""success""]",movielens-1m,MFEst,48.0,128.0,0.001,3128845410.0,80.0,0.573725165562914,0.0680410546805875,0.065937388829598,0.0430724171414487,0.0698963782080654,0.0658992586333787,0.0904425123817007,0.1498408525130213,0.1426684813355846
LDAEXP-248,"[""success""]",movielens-1m,MFEst,64.0,128.0,0.001,4203564202.0,93.0,0.5931456953642384,0.0664838081755441,0.065795090715048,0.0453412669642562,0.0677498757163971,0.0682748926643742,0.095178691431828,0.1464909726917999,0.1453259788836905
LDAEXP-151,"[""success""]",movielens-1m,MFEst,32.0,128.0,0.001,4203564202.0,83.0,0.5574172185430464,0.066501504158556,0.065795090715048,0.0414620742813863,0.0680712692874382,0.06645210804349,0.0867979570859751,0.14459613519574,0.1398966698544223
LDAEXP-183,"[""success""]",movielens-1m,MFEst,48.0,128.0,0.001,2764130162.0,85.0,0.5725165562913908,0.0689435498141921,0.0657773034507292,0.0432858602221671,0.0710179879103392,0.0674268380829821,0.0906690757373906,0.1529733012789862,0.1439053923701669
LDAEXP-94,"[""success""]",movielens-1m,SNMFEst,32.0,64.0,0.001,2764130162.0,99.0,0.5490231788079469,0.0679171827995045,0.0657061543934542,0.0405833166593026,0.0700539801455203,0.0671826110222604,0.0849845189449757,0.1495237420622555,0.1416666912769891
LDAEXP-191,"[""success""]",goodbooks,SNMFEst,48.0,64.0,0.001,4203564202.0,70.0,0.5508273435160227,0.0655877245961044,0.065581535790447,0.0294531880110116,0.0575167874579247,0.0579438684820299,0.0577516696573216,0.1198619743938919,0.1198314724163391
LDAEXP-192,"[""success""]",goodbooks,MFEst,48.0,64.0,0.001,3128845410.0,52.0,0.5517857142857142,0.0651781669938094,0.0654645303742286,0.0294928093536427,0.0577882248427321,0.0574489549076598,0.0579054562544099,0.118736743562676,0.1197774011474823
LDAEXP-128,"[""success""]",movielens-1m,SNMFEst,32.0,128.0,0.001,3128845410.0,99.0,0.5469370860927152,0.0665192001415678,0.0654571326929918,0.0400375619921063,0.0696778384311611,0.0665219054048258,0.0838665252490657,0.1439198526457391,0.1399627308182665
LDAEXP-99,"[""success""]",movielens-1m,MFEst,32.0,128.0,0.001,2764130162.0,89.0,0.5543377483443709,0.0672270394620421,0.0654571326929918,0.0415347164334543,0.0698376014111029,0.0674890868146761,0.0866057650530716,0.1470969177591625,0.1406772873402341
LDAEXP-171,"[""success""]",movielens-1m,MFEst,48.0,128.0,0.001,4203564202.0,93.0,0.5743543046357616,0.0670854715979472,0.0653504091070793,0.0433909572435792,0.0690759773857735,0.0675034637064778,0.0906096628586638,0.147241330082705,0.1403518250911576
LDAEXP-169,"[""success""]",goodbooks,MFEst,48.0,64.0,0.001,2764130162.0,53.0,0.5513645552560648,0.0654593839649705,0.0653192171960218,0.0294584420164052,0.0574990268674672,0.057305788735171,0.0578364613330021,0.1195971610781214,0.1194973230113723
LDAEXP-231,"[""success""]",movielens-1m,MFEst,64.0,64.0,0.001,3128845410.0,79.0,0.5865894039735099,0.0649973456025482,0.0652792600498043,0.0447083381978823,0.0672848012746554,0.0669727359796552,0.0937632493574071,0.1428597531223823,0.1439767511985595
LDAEXP-164,"[""success""]",goodbooks,SNMFEst,48.0,64.0,0.001,2764130162.0,64.0,0.5472727613057801,0.0655575268005435,0.0651304987827662,0.0292001119581928,0.0574085692839074,0.0572747429408534,0.0573939540906025,0.1195413116256034,0.118845713298884
LDAEXP-160,"[""success""]",goodbooks,MFEst,48.0,64.0,0.001,4203564202.0,52.0,0.5515779424977538,0.0653253812471689,0.0651248372303685,0.0294568900438378,0.0573208869966096,0.0575683696049554,0.0578464839553906,0.1195621394474294,0.1191984729144845
LDAEXP-73,"[""success""]",movielens-1m,SNMFEst,32.0,128.0,0.001,2764130162.0,99.0,0.5429139072847682,0.0668023358697575,0.0650836001422981,0.03973102254503,0.0686704933331824,0.0664285021826954,0.0834061449217973,0.1454261038277374,0.1396415797950692
LDAEXP-120,"[""success""]",movielens-1m,MFEst,32.0,64.0,0.001,4203564202.0,67.0,0.5518046357615893,0.0659529286851884,0.0649590892920668,0.0409959951214044,0.0664328075348737,0.0678841810126548,0.0856886662765349,0.1431041868485199,0.1417820350422795
LDAEXP-143,"[""success""]",movielens-1m,MFEst,32.0,128.0,0.001,3128845410.0,77.0,0.5536423841059602,0.0675455671562555,0.0648879402347918,0.0411231538680236,0.0704810367205066,0.0645059553285479,0.0858895640837256,0.1483929098971958,0.1385999995296676
LDAEXP-161,"[""success""]",movielens-1m,MFEst,48.0,64.0,0.001,2764130162.0,85.0,0.5723178807947019,0.06625376039639,0.0648167911775168,0.0431719859046902,0.0693159669405222,0.0673065230434442,0.0904191569423646,0.1461332315713619,0.1406026089989012
LDAEXP-175,"[""success""]",movielens-1m,MFEst,48.0,64.0,0.001,3128845410.0,76.0,0.5682615894039734,0.0658644487701291,0.0647278548559231,0.0426813488301456,0.0683488652016984,0.0661608450192746,0.0892547655010802,0.1452979861676122,0.1407632663223054
LDAEXP-46,"[""success""]",movielens-1m,MFEst,32.0,64.0,0.001,3128845410.0,75.0,0.55158940397351,0.0656874889400106,0.0647100675916044,0.0410822157191879,0.0670923110560218,0.0648156291615867,0.0853047162814041,0.1450999363328231,0.1371015670698102
LDAEXP-83,"[""success""]",movielens-1m,SNMFEst,32.0,128.0,0.001,4203564202.0,99.0,0.5469039735099338,0.0677579189523978,0.0644610458911419,0.0399643496597845,0.0694151750097568,0.0670585551112634,0.0840308587630496,0.1461523927518192,0.1393439798961133
LDAEXP-256,"[""success""]",movielens-1m,MFEst,64.0,64.0,0.001,4203564202.0,78.0,0.5872516556291391,0.0647849938064059,0.0644432586268232,0.0447825940904758,0.0665551093006218,0.0663074908182893,0.0940150526081234,0.1421154257156186,0.1410658418181109
LDAEXP-80,"[""success""]",movielens-1m,MFEst,32.0,64.0,0.001,2764130162.0,85.0,0.5527980132450331,0.0669792956998761,0.0642120241906794,0.0412267760518838,0.0693028183626311,0.0661926194355208,0.0861272774860796,0.1464909931104851,0.1383660901748154
LDAEXP-172,"[""success""]",movielens-1m,MFEst,48.0,64.0,0.001,4203564202.0,79.0,0.5684271523178808,0.0654574411608564,0.063749555318392,0.0428459700801441,0.0678147522524022,0.0653907905056315,0.0894031030046186,0.1436224624160894,0.1373832889264855
LDAEXP-149,"[""success""]",goodbooks,MFEst,32.0,128.0,0.001,2764130162.0,53.0,0.5387952979934112,0.062696285671146,0.0631697144690407,0.0285684637625221,0.0554072251944597,0.0557904991229135,0.0564133488029413,0.1140292404012417,0.1153790783734892
LDAEXP-226,"[""success""]",movielens-1m,MFEst,64.0,64.0,0.001,2764130162.0,76.0,0.5815728476821191,0.0667138559546982,0.0631092138029171,0.0445104180981549,0.0680284197235264,0.0677047138011165,0.0928825844301188,0.1461907239564472,0.1412535737504306
LDAEXP-68,"[""success""]",goodbooks,MFEst,32.0,128.0,0.001,4203564202.0,52.0,0.5387447589098533,0.0628170768533897,0.0630055294495084,0.0285805882624749,0.0557750555817719,0.0557486388338882,0.056345172738856,0.1142699874810456,0.1150407633637826
LDAEXP-100,"[""success""]",movielens-1m,MFEst,16.0,128.0,0.001,3128845410.0,71.0,0.5303145695364239,0.0648026897894178,0.0629135538954109,0.0385371614437395,0.0652971040738601,0.0638492997535031,0.0803516404644706,0.1378223678110462,0.1336770163915333
LDAEXP-110,"[""success""]",goodbooks,MFEst,32.0,128.0,0.001,3128845410.0,52.0,0.5366445792153339,0.0631605767778952,0.062841344429976,0.0285292325431708,0.055907540261727,0.0560796624939545,0.0561403480779598,0.1149741917785378,0.1146290137870375
LDAEXP-102,"[""success""]",goodbooks,SNMFEst,32.0,128.0,0.001,3128845410.0,75.0,0.532432988918838,0.0623112637777442,0.0627601955122761,0.0283027895929476,0.0553907616630343,0.0550481459490329,0.0557524496334352,0.1138719479003532,0.114604959822554
LDAEXP-105,"[""success""]",movielens-1m,MFEst,16.0,128.0,0.001,2764130162.0,74.0,0.5312748344370861,0.0646257299592992,0.0627534685165421,0.0386288058990456,0.0649618213680459,0.0644548284842251,0.0805727194447152,0.1401766331156482,0.1343886186440605
LDAEXP-113,"[""success""]",movielens-1m,MFEst,16.0,64.0,0.001,4203564202.0,67.0,0.5288907284768212,0.0637763227747301,0.0627001067235859,0.03855796999561,0.0638638513580276,0.0635843549376573,0.0803037241319373,0.1367969102613659,0.134182410465365
LDAEXP-17,"[""success""]",movielens-1m,MFEst,16.0,64.0,0.001,3128845410.0,58.0,0.5283609271523179,0.0641125464519554,0.0626645321949484,0.0382575037494158,0.0652380236296998,0.0639573348316291,0.0803447832136267,0.138129513013003,0.134454816283866
LDAEXP-3,"[""success""]",goodbooks,SNMFEst,32.0,128.0,0.001,4203564202.0,70.0,0.5345088349805331,0.0621432885399365,0.0625771386514182,0.0284105349308817,0.0550517956789868,0.0552338777649477,0.0559634910661622,0.1130354748766883,0.1141144880900209
LDAEXP-152,"[""success""]",movielens-1m,MFEst,16.0,128.0,0.001,4203564202.0,75.0,0.5288741721854305,0.0641302424349672,0.0623621487015297,0.0385697694483608,0.0652119156111063,0.063932476770277,0.0800090947520662,0.1393079852879496,0.1333467495334422
LDAEXP-81,"[""success""]",goodbooks,SNMFEst,32.0,128.0,0.001,2764130162.0,74.0,0.5322308325846061,0.0623131511399667,0.0622147992979675,0.0282415505791614,0.0552611971991208,0.0548406894101397,0.0557266277245536,0.1139505497797068,0.1131794621778078
LDAEXP-91,"[""success""]",goodbooks,MFEst,32.0,64.0,0.001,4203564202.0,51.0,0.5346735549565738,0.0619507775932356,0.0621544094057257,0.0283918527152207,0.0550313978144463,0.0547178849448913,0.0559736609375636,0.1130036770045601,0.1129779540427798
LDAEXP-67,"[""success""]",movielens-1m,MFEst,16.0,64.0,0.001,2764130162.0,58.0,0.5255463576158941,0.0649088656874889,0.0621309142653859,0.038220005572172,0.0646286818599121,0.0640840128187522,0.0793133414218804,0.1408511392560011,0.1319734913106486
LDAEXP-106,"[""success""]",movielens-1m,SNMFEst,16.0,64.0,0.001,2764130162.0,95.0,0.5221688741721854,0.062926915590161,0.0620241906794735,0.0379412413620454,0.0635200554307912,0.0636912705500264,0.0787602798188207,0.1347298997010643,0.1317423744812676
LDAEXP-122,"[""success""]",goodbooks,MFEst,32.0,64.0,0.001,3128845410.0,50.0,0.5315906708595388,0.0621866978710554,0.0617297929759006,0.0282361808331811,0.0548733356056965,0.0549677973336086,0.0555950525243422,0.1134931665082831,0.1125363818005259
LDAEXP-30,"[""success""]",goodbooks,MFEst,32.0,64.0,0.001,2764130162.0,48.0,0.5329065588499551,0.0615298958176053,0.0615637207722357,0.0283114874592312,0.0548227084078511,0.0548034397674875,0.0557751132579331,0.1126802919713903,0.1121260911008667
LDAEXP-58,"[""success""]",goodbooks,SNMFEst,32.0,64.0,0.001,3128845410.0,65.0,0.5292490266546871,0.0617167446776385,0.0615448489309101,0.0281564425129542,0.054735427834323,0.0545437892655095,0.0554478785515822,0.1125207116832363,0.1124909424281535
LDAEXP-118,"[""success""]",movielens-1m,SNMFEst,16.0,64.0,0.001,4203564202.0,92.0,0.5250993377483444,0.0637940187577419,0.0615261472785485,0.0380025408223353,0.0643044604578803,0.0629699695729381,0.0793477792918199,0.1363066285789215,0.1307331634702517
LDAEXP-127,"[""success""]",goodbooks,SNMFEst,32.0,64.0,0.001,4203564202.0,64.0,0.5306734800838575,0.0619092556243394,0.0614995565117288,0.0281824610946225,0.0543855667684028,0.0542764875233139,0.0555251659270834,0.1125743879435754,0.1121189919849231
LDAEXP-119,"[""success""]",movielens-1m,SNMFEst,16.0,128.0,0.001,2764130162.0,99.0,0.5185099337748345,0.0627853477260661,0.0612059765208111,0.0375045989286635,0.0630550297624244,0.0626013148736398,0.0779180396593349,0.1345224516991083,0.1290051640391635
LDAEXP-78,"[""success""]",movielens-1m,SNMFEst,16.0,64.0,0.001,3128845410.0,99.0,0.5211423841059603,0.062431428065829,0.0611526147278548,0.0379242154975994,0.064872972022192,0.0626954137733395,0.0784936488722035,0.1324299506843707,0.1309742333401184
LDAEXP-129,"[""success""]",goodbooks,SNMFEst,32.0,64.0,0.001,2764130162.0,64.0,0.5271226415094338,0.0609580250641703,0.0610013399007341,0.0280121217664427,0.0540770192162959,0.0535970502550546,0.0551838962404944,0.1109712458869335,0.1111063567065329
LDAEXP-55,"[""success""]",movielens-1m,SNMFEst,16.0,128.0,0.001,4203564202.0,94.0,0.5177980132450332,0.0630153955052203,0.0607257203842049,0.0372486843795174,0.0621968631006752,0.0618906030971784,0.0774167334122997,0.1345079109179671,0.1290715756968553
LDAEXP-150,"[""success""]",movielens-1m,SNMFEst,16.0,128.0,0.001,3128845410.0,99.0,0.5117218543046358,0.060467173951513,0.0595339736748488,0.0371610096085081,0.0629009860753753,0.0615271508442586,0.0763213884884408,0.1279163576001706,0.125605615831693
LDAEXP-136,"[""success""]",goodbooks,MFEst,16.0,128.0,0.001,2764130162.0,48.0,0.5058924827792752,0.0567416578589762,0.057126950876597,0.0266932219300035,0.0507155337977053,0.0508751941578413,0.0527250254321924,0.1031629920622074,0.1037470947912287
LDAEXP-144,"[""success""]",movielens-1m,MFEst,8.0,128.0,0.001,2764130162.0,58.0,0.495364238410596,0.0580074323128649,0.0570437566702241,0.0351129497378922,0.0584321618229202,0.0590034243740004,0.0727697839219278,0.1232995837762289,0.1206126812693658
LDAEXP-18,"[""success""]",goodbooks,MFEst,16.0,64.0,0.001,3128845410.0,45.0,0.5065157981431567,0.0564661029744828,0.056774047443809,0.0266343648361263,0.050535691086185,0.0509796118735816,0.052805746320034,0.1022295727443813,0.1033020175331335
LDAEXP-39,"[""success""]",goodbooks,MFEst,16.0,128.0,0.001,3128845410.0,46.0,0.5040974094040132,0.0564000452966933,0.0567306422087603,0.0265819471506458,0.0506913466784951,0.0509299518208636,0.0525226225530918,0.1023076123835037,0.1029254109189116
LDAEXP-112,"[""success""]",goodbooks,MFEst,16.0,64.0,0.001,2764130162.0,44.0,0.5033018867924528,0.0561018420655292,0.0566174111608069,0.0265666624231648,0.0498167432444539,0.0501956659419412,0.052495016776289,0.101840385526304,0.1030629019252957
LDAEXP-117,"[""success""]",movielens-1m,MFEst,8.0,64.0,0.001,2764130162.0,54.0,0.4935264900662252,0.0576712086356397,0.0564923514763429,0.0351243971041831,0.0581827149211097,0.0595852117537203,0.0727194287775714,0.1234542934667313,0.1199235969698069
LDAEXP-125,"[""success""]",movielens-1m,MFEst,8.0,128.0,0.001,4203564202.0,61.0,0.4969867549668874,0.0572818970093788,0.0563144788331554,0.0357129656000154,0.0593542168269754,0.0582400103172056,0.0737380780145413,0.1227298085742685,0.1195844982158673
LDAEXP-76,"[""success""]",goodbooks,MFEst,16.0,128.0,0.001,4203564202.0,47.0,0.502541928721174,0.0561471387588706,0.0562739436486818,0.0264868775316161,0.0503960548209452,0.0506697360021646,0.0524113080241575,0.1015465268309911,0.1026397567435737
LDAEXP-109,"[""success""]",goodbooks,MFEst,16.0,64.0,0.001,4203564202.0,47.0,0.5029537286612759,0.0562188585233277,0.0561607126007284,0.0265873892724537,0.0506317725542766,0.0506733978214427,0.0524381053338003,0.101681933742195,0.1023792821080871
LDAEXP-101,"[""success""]",goodbooks,SNMFEst,16.0,64.0,0.001,3128845410.0,69.0,0.4998764600179695,0.0556903971010116,0.0558002604314102,0.026327066585897,0.0493944057325571,0.0496707938176466,0.052108604617275,0.1012709446055445,0.1016523722990986
LDAEXP-135,"[""success""]",goodbooks,SNMFEst,16.0,128.0,0.001,2764130162.0,67.0,0.4974430967355496,0.0553393477276158,0.0556549472532034,0.0261912771850755,0.0490111737852365,0.0491220147877606,0.0518016140695932,0.1002814827571441,0.1009926108920981
LDAEXP-131,"[""success""]",movielens-1m,MFEst,8.0,64.0,0.001,3128845410.0,58.0,0.4915066225165562,0.0566625376039639,0.0552294557097118,0.0350760580296069,0.0582942774801539,0.0575634870057889,0.0720864886790442,0.1198452726264798,0.1161282738126817
LDAEXP-42,"[""success""]",goodbooks,SNMFEst,16.0,64.0,0.001,2764130162.0,60.0,0.4965745732255166,0.0549562131964366,0.0552152333503179,0.0262024128631111,0.0486237672914948,0.0489970348623879,0.051751796864989,0.0998228187848833,0.0999788614425497
LDAEXP-2,"[""success""]",goodbooks,SNMFEst,16.0,128.0,0.001,3128845410.0,69.0,0.4959550014974543,0.0552279933564849,0.0550982279340995,0.0261646342964499,0.048716108270523,0.0488375106938507,0.0516590251654329,0.1004975155053203,0.10030079948891
LDAEXP-96,"[""success""]",movielens-1m,MFEst,8.0,128.0,0.001,3128845410.0,58.0,0.4913576158940397,0.0565032737568572,0.0550160085378868,0.0349791398555871,0.0581518099751182,0.058279464335927,0.0719388234269642,0.119603189594158,0.1164077983318007
LDAEXP-126,"[""success""]",movielens-1m,MFEst,8.0,64.0,0.001,4203564202.0,46.0,0.4881622516556291,0.0565386657228809,0.0548559231590181,0.0350218139080501,0.0566700601911366,0.0564128852667947,0.0716910767775579,0.1194360803349568,0.1165196663423375
LDAEXP-35,"[""success""]",goodbooks,SNMFEst,16.0,128.0,0.001,4203564202.0,66.0,0.4917995657382449,0.0539710101162615,0.0537337938062616,0.0260050215970096,0.0482622474290995,0.0483238468616674,0.0513400514955069,0.0976214938664618,0.0975920840946649
LDAEXP-10,"[""success""]",goodbooks,SNMFEst,16.0,64.0,0.001,4203564202.0,64.0,0.4936058700209644,0.0540163068096029,0.0537300194379965,0.0260885249387679,0.0483229576871316,0.0481140617823173,0.0514764237224464,0.0979708303366083,0.0975254295192082
LDAEXP-79,"[""success""]",movielens-1m,SNMFEst,8.0,64.0,0.001,2764130162.0,73.0,0.4574337748344371,0.0526632454432843,0.0528815368196371,0.0320594739799904,0.0500423701901059,0.0502985914249789,0.0659685536977379,0.1095249831052434,0.1096864918613194
LDAEXP-25,"[""success""]",movielens-1m,SNMFEst,8.0,128.0,0.001,4203564202.0,94.0,0.4660596026490066,0.0520969739869049,0.0521522589825684,0.0334572278103597,0.052425737139161,0.0528911378362477,0.0674012371746655,0.1100010393167773,0.1091616070142078
